latitude,longitude,elevation
52.873281,-118.084238,1061.9
52.873282,-118.084241,1061.9
52.873282,-118.084244,1061.9
52.873282,-118.084248,1061.9
52.873282,-118.084251,1061.9
52.873282,-118.084255,1061.9
52.873283,-118.084258,1061.9
52.873283,-118.084262,1061.9
52.873283,-118.084265,1061.9
52.873283,-118.084269,1061.9
52.873283,-118.084272,1061.9
52.873283,-118.084276,1061.9
52.873283,-118.084279,1061.9
52.873284,-118.084282,1061.9
52.873284,-118.084286,1061.9
52.873278,-118.084263,1061.8
52.873273,-118.084236,1061.8
52.87327,-118.084211,1061.8
52.873258,-118.084185,1061.8
52.873241,-118.084156,1061.7
52.873235,-118.084151,1061.7
52.873228,-118.084147,1061.7
52.873217,-118.084135,1061.7
52.873206,-118.084118,1061.7
52.873205,-118.084074,1061.7
52.87322,-118.084066,1061.6
52.873243,-118.084041,1061.6
52.87325,-118.084033,1061.6
52.873265,-118.084022,1061.6
52.873277,-118.084009,1061.6
52.873285,-118.083994,1061.5
52.873303,-118.083979,1061.5
52.873318,-118.08397,1061.5
52.873328,-118.083959,1061.5
52.873337,-118.083947,1061.5
52.873339,-118.08393,1061.5
52.873348,-118.083916,1061.5
52.87336,-118.083903,1061.5
52.873371,-118.083888,1061.4
52.873384,-118.083863,1061.4
52.873389,-118.083852,1061.4
52.873395,-118.083842,1061.4
52.873406,-118.083831,1061.4
52.873415,-118.083815,1061.4
52.873421,-118.083803,1061.4
52.873427,-118.083789,1061.4
52.873431,-118.083776,1061.4
52.873438,-118.083764,1061.4
52.873448,-118.083749,1061.3
52.873455,-118.083729,1061.3
52.87346,-118.083713,1061.3
52.873467,-118.0837,1061.3
52.873475,-118.083687,1061.3
52.873492,-118.083669,1061.3
52.873498,-118.08366,1061.3
52.873504,-118.08365,1061.3
52.873513,-118.08364,1061.3
52.873522,-118.083622,1061.2
52.873527,-118.083607,1061.2
52.873541,-118.08358,1061.2
52.873545,-118.083569,1061.2
52.873549,-118.083558,1061.2
52.873553,-118.083545,1061.2
52.873563,-118.083532,1061.2
52.873571,-118.083517,1061.2
52.873576,-118.083501,1061.2
52.873586,-118.083487,1061.2
52.873595,-118.083476,1061.1
52.873612,-118.083457,1061.1
52.87362,-118.08345,1061.1
52.873628,-118.083442,1061.1
52.873636,-118.083428,1061.1
52.873625,-118.083429,1061.1
52.873623,-118.083461,1061.1
52.873624,-118.083459,1061.1
52.873619,-118.083457,1061.1
52.873604,-118.083468,1061.0
52.873613,-118.083475,1061.0
52.873616,-118.083466,1061.0
52.873614,-118.083451,1061.0
52.873623,-118.083423,1061.0
52.873649,-118.083396,1061.0
52.87366,-118.083376,1061.0
52.873678,-118.083352,1060.9
52.873697,-118.083328,1060.9
52.87372,-118.083283,1060.9
52.873727,-118.083264,1060.9
52.873751,-118.083236,1060.9
52.873761,-118.083229,1060.9
52.873779,-118.083209,1060.9
52.873784,-118.083194,1060.8
52.873793,-118.083167,1060.8
52.8738,-118.083149,1060.8
