latitude,longitude,elevation
50.595836,-114.98529,2201.8
50.595848,-114.985301,2201.7
50.595859,-114.985303,2201.7
50.595864,-114.985312,2201.6
50.59587,-114.985323,2201.6
50.595881,-114.985335,2201.5
50.595888,-114.985347,2201.4
50.595907,-114.98537,2201.3
50.595913,-114.985375,2201.2
50.59592,-114.985381,2201.2
50.595929,-114.985395,2201.1
50.595939,-114.985408,2201.0
50.595943,-114.985417,2201.0
50.595949,-114.985427,2200.9
50.595955,-114.985439,2200.9
50.595963,-114.98545,2200.8
50.595973,-114.985467,2200.7
50.595987,-114.985479,2200.6
50.595995,-114.98549,2200.5
50.595999,-114.985494,2200.5
50.596006,-114.985504,2200.4
50.596015,-114.985514,2200.4
50.596026,-114.985527,2200.3
50.596034,-114.985539,2200.2
50.596041,-114.985551,2200.1
50.596046,-114.985575,2200.0
50.596044,-114.985586,2200.0
50.596042,-114.985597,2199.9
50.596041,-114.985609,2199.9
50.596044,-114.985615,2199.8
50.596046,-114.985629,2199.8
50.596047,-114.985645,2199.7
50.596054,-114.985648,2199.6
50.59606,-114.985657,2199.6
50.596064,-114.985675,2199.5
50.596067,-114.985699,2199.4
50.596072,-114.985702,2199.4
50.596069,-114.985719,2199.3
50.59607,-114.98573,2199.2
50.596073,-114.985743,2199.0
50.596075,-114.985769,2199.0
50.596079,-114.985778,2199.0
50.596083,-114.985787,2199.0
50.596087,-114.985796,2199.0
50.596093,-114.985807,2199.0
50.596101,-114.985809,2199.0
50.596104,-114.985822,2199.0
50.596102,-114.985822,2199.0
50.596101,-114.985821,2199.0
50.596109,-114.985829,2198.9
50.596112,-114.985853,2198.9
50.596114,-114.985874,2198.9
50.596119,-114.985896,2198.9
50.596125,-114.985925,2198.9
50.596129,-114.985938,2198.9
50.596138,-114.985947,2198.9
50.596148,-114.985958,2198.9
50.59616,-114.985985,2198.9
50.596163,-114.985997,2198.9
50.596166,-114.986008,2199.0
50.596168,-114.986023,2199.0
50.59617,-114.98604,2199.0
50.596178,-114.986055,2199.0
50.596187,-114.986068,2199.0
50.596194,-114.986081,2199.0
50.596199,-114.986101,2199.0
50.596205,-114.986112,2199.1
50.596208,-114.986131,2199.1
50.596211,-114.986149,2199.1
50.596216,-114.986167,2199.2
50.596221,-114.986185,2199.2
50.596221,-114.986201,2199.2
50.596227,-114.986215,2199.3
50.596229,-114.986222,2199.3
50.596231,-114.98623,2199.3
50.596233,-114.986238,2199.3
50.596235,-114.986245,2199.3
50.596236,-114.986253,2199.3
50.596247,-114.986292,2199.5
50.596252,-114.986312,2199.5
50.596261,-114.986342,2199.6
50.596265,-114.986354,2199.6
50.596266,-114.98637,2199.7
50.596265,-114.986381,2199.7
50.596261,-114.986388,2199.8
50.596263,-114.986398,2199.8
50.59627,-114.986413,2199.8
50.596279,-114.986434,2199.9
50.596281,-114.986447,2199.9
50.596281,-114.986456,2200.0
50.596284,-114.986476,2200.0
50.596304,-114.986493,2200.1
50.596308,-114.986513,2200.2
50.59631,-114.98653,2200.3
50.596312,-114.986553,2200.3
50.596317,-114.986563,2200.4
50.59632,-114.986585,2200.4
50.596325,-114.986609,2200.5
50.596328,-114.98663,2200.6
50.596332,-114.98665,2200.6
50.596338,-114.98668,2200.7
50.59634,-114.986694,2200.8
50.596342,-114.986707,2200.8
50.59635,-114.986718,2200.8
50.596357,-114.986732,2200.9
50.59636,-114.986754,2200.9
50.596363,-114.986777,2201.0
50.59636,-114.986805,2201.1
50.596353,-114.986815,2201.1
50.596347,-114.986814,2201.1
50.596341,-114.986807,2201.2
50.596341,-114.986824,2201.2
50.596345,-114.986846,2201.3
50.596353,-114.986855,2201.3
50.596361,-114.986893,2201.4
50.596362,-114.986934,2201.5
50.596359,-114.986951,2201.6
50.596356,-114.986969,2201.6
50.59636,-114.986989,2201.7
50.596373,-114.987006,2201.8
50.596375,-114.987034,2201.8
50.596374,-114.987051,2201.9
50.596373,-114.987068,2201.9
50.596376,-114.987086,2202.0
50.596369,-114.987116,2202.1
50.596381,-114.987139,2202.2
50.596384,-114.987158,2202.2
50.596392,-114.987152,2202.3
50.596394,-114.987171,2202.3
50.596394,-114.987193,2202.4
50.596392,-114.987209,2202.5
50.596408,-114.98724,2202.6
