latitude,longitude,elevation
52.801586,-118.077271,1605.8
52.801582,-118.077274,1605.8
52.801576,-118.077268,1605.8
52.801576,-118.077264,1605.8
52.80158,-118.077263,1605.8
52.801586,-118.077263,1605.8
52.801593,-118.077262,1605.8
52.801599,-118.077261,1605.9
52.801604,-118.077259,1605.9
52.80161,-118.077258,1605.9
52.801616,-118.077252,1605.9
52.801625,-118.077245,1605.9
52.801633,-118.077237,1605.9
52.801638,-118.07723,1606.0
52.801646,-118.077225,1606.0
52.801654,-118.077221,1606.0
52.801664,-118.077211,1606.0
52.80167,-118.077202,1606.1
52.801675,-118.077191,1606.1
52.801678,-118.077183,1606.1
52.801682,-118.077177,1606.1
52.801681,-118.07718,1606.1
52.801683,-118.077186,1606.1
52.801687,-118.077196,1606.2
52.801689,-118.077205,1606.2
52.801692,-118.077207,1606.2
52.801696,-118.077204,1606.2
52.801704,-118.077198,1606.2
52.80171,-118.077193,1606.2
52.801706,-118.077143,1606.3
52.801708,-118.077135,1606.3
52.801717,-118.077127,1606.4
52.801725,-118.077119,1606.4
52.801733,-118.077111,1606.4
52.801741,-118.077103,1606.4
52.801756,-118.077129,1606.5
52.801757,-118.077106,1606.5
52.801757,-118.077107,1606.5
52.801767,-118.077113,1606.6
52.801777,-118.077107,1606.6
52.801799,-118.077131,1606.7
52.801808,-118.077134,1606.7
52.801816,-118.077137,1606.7
52.801826,-118.077137,1606.8
52.801839,-118.077137,1606.8
52.801846,-118.077138,1606.8
52.801864,-118.077131,1606.9
52.80187,-118.077134,1606.9
52.801874,-118.07713,1606.9
52.801887,-118.077129,1607.0
52.80191,-118.077133,1607.0
52.801917,-118.077122,1607.1
52.801922,-118.077129,1607.1
52.80193,-118.077118,1607.1
52.801944,-118.077114,1607.2
52.801954,-118.077126,1607.2
52.801961,-118.077118,1607.3
52.801972,-118.077105,1607.3
52.801966,-118.077102,1607.3
52.801952,-118.077096,1607.4
52.801939,-118.077089,1607.4
52.801925,-118.077082,1607.5
52.801911,-118.077075,1607.5
52.801897,-118.077069,1607.6
52.801883,-118.077062,1607.6
52.801866,-118.077059,1607.7
52.801856,-118.077064,1607.7
52.801846,-118.077055,1607.8
52.801835,-118.077054,1607.8
52.801829,-118.077054,1607.8
52.801833,-118.077063,1607.9
52.801837,-118.077059,1607.9
52.801835,-118.07706,1607.9
52.801843,-118.077065,1607.9
52.80185,-118.077071,1608.0
52.801856,-118.077074,1608.0
52.801855,-118.077075,1608.0
52.801864,-118.077089,1608.0
52.801861,-118.077086,1608.0
52.801864,-118.077091,1608.1
52.801863,-118.077093,1608.1
52.801859,-118.077086,1608.1
52.801857,-118.077075,1608.1
52.801854,-118.07706,1608.2
52.801861,-118.077056,1608.2
52.80187,-118.077051,1608.2
52.80187,-118.077051,1608.2
52.80188,-118.07703,1608.3
52.801874,-118.077028,1608.3
52.801871,-118.077041,1608.3
52.801869,-118.077044,1608.4
52.801863,-118.077048,1608.4
52.801856,-118.077041,1608.4
52.801848,-118.077036,1608.4
52.801842,-118.077046,1608.5
52.801828,-118.077091,1608.6
52.801827,-118.077094,1608.6
52.801815,-118.077108,1608.7
52.801809,-118.07713,1608.7
52.801799,-118.077142,1608.8
52.801789,-118.077152,1608.8
52.801782,-118.077159,1608.9
52.801771,-118.077149,1608.9
52.80177,-118.077146,1608.9
52.80177,-118.077144,1608.9
52.801769,-118.077141,1608.9
52.801769,-118.077139,1609.0
52.801768,-118.077137,1609.0
52.801768,-118.077134,1609.0
52.801767,-118.077132,1609.0
52.801767,-118.07713,1609.0
52.801767,-118.077127,1609.0
52.801766,-118.077125,1609.0
52.801766,-118.077122,1609.0
52.801765,-118.07712,1609.0
52.801765,-118.077118,1609.0
52.801764,-118.077115,1609.0
52.801764,-118.077113,1609.0
52.801763,-118.07711,1609.0
52.801763,-118.077108,1609.0
52.801762,-118.077106,1609.0
52.801762,-118.077103,1609.1
52.801761,-118.077101,1609.1
52.801761,-118.077099,1609.1
52.80176,-118.077096,1609.1
52.80176,-118.077094,1609.1
52.801759,-118.077091,1609.1
52.801759,-118.077089,1609.1
52.801758,-118.077087,1609.1
52.801758,-118.077084,1609.1
52.801757,-118.077082,1609.1
52.801757,-118.077079,1609.1
52.801756,-118.077077,1609.1
52.801756,-118.077075,1609.1
52.801779,-118.077089,1609.2
52.801788,-118.077099,1609.3
52.801804,-118.077173,1609.5
52.801817,-118.077162,1609.6
52.801822,-118.077157,1609.6
52.801827,-118.077151,1609.6
52.801832,-118.077146,1609.6
52.801837,-118.07714,1609.7
52.801842,-118.077135,1609.7
52.801847,-118.077129,1609.7
52.801852,-118.077124,1609.7
52.801857,-118.077119,1609.8
52.801863,-118.077113,1609.8
52.801868,-118.077108,1609.8
52.801873,-118.077102,1609.8
52.801878,-118.077097,1609.9
52.801883,-118.077092,1609.9
52.801888,-118.077086,1609.9
52.801893,-118.077081,1610.0
52.801898,-118.077075,1610.0
52.801903,-118.07707,1610.0
52.801894,-118.07708,1610.1
52.801904,-118.077082,1610.1
52.801913,-118.077084,1610.2
52.801923,-118.077086,1610.2
52.801933,-118.077088,1610.2
52.801942,-118.07709,1610.3
52.801952,-118.077093,1610.3
52.801962,-118.077095,1610.4
52.80197,-118.077052,1610.5
52.801989,-118.077035,1610.6
52.802007,-118.077019,1610.7
52.801997,-118.077013,1610.8
52.802014,-118.077005,1610.8
52.80204,-118.077008,1611.0
52.802052,-118.076983,1611.0
52.802055,-118.076976,1611.1
52.802058,-118.07697,1611.1
52.802061,-118.076964,1611.1
52.802064,-118.076958,1611.1
52.802067,-118.076952,1611.2
52.80207,-118.076946,1611.2
52.802073,-118.07694,1611.2
52.802076,-118.076934,1611.2
52.802079,-118.076928,1611.2
52.80211,-118.076934,1611.4
52.802115,-118.076936,1611.4
52.80212,-118.076938,1611.4
52.802133,-118.076905,1611.5
52.802148,-118.0769,1611.6
52.802177,-118.076899,1611.7
52.802188,-118.076904,1611.8
52.802189,-118.076885,1611.9
52.802203,-118.076896,1611.9
52.802192,-118.076905,1612.0
52.802197,-118.076892,1612.0
52.802195,-118.07686,1612.1
52.802181,-118.076861,1612.2
52.802195,-118.07687,1612.2
52.802198,-118.076875,1612.3
52.802194,-118.076875,1612.3
52.80219,-118.076874,1612.3
52.802212,-118.076892,1612.4
52.802226,-118.07689,1612.5
52.802227,-118.07685,1612.6
52.802239,-118.076847,1612.7
52.802251,-118.076844,1612.7
52.802251,-118.076847,1612.7
52.80226,-118.076853,1612.8
52.802268,-118.076859,1612.8
52.802277,-118.076864,1612.8
52.802286,-118.07687,1612.9
52.802303,-118.076862,1613.0
