latitude,longitude,elevation
51.664111,-116.438513,1960.3
51.664108,-116.438514,1960.4
51.664109,-116.43851,1960.4
51.66411,-116.438507,1960.4
51.66411,-116.438503,1960.4
51.664111,-116.4385,1960.4
51.664112,-116.438496,1960.4
51.664113,-116.438493,1960.4
51.664114,-116.438489,1960.4
51.664114,-116.438485,1960.5
51.664115,-116.438482,1960.5
51.664116,-116.438478,1960.5
51.664117,-116.438475,1960.5
51.664118,-116.438471,1960.5
51.664118,-116.438468,1960.5
51.664119,-116.438464,1960.5
51.66412,-116.438461,1960.5
51.664121,-116.438457,1960.5
51.664122,-116.438454,1960.6
51.664121,-116.438457,1960.6
51.664124,-116.438451,1960.6
51.664136,-116.438441,1960.6
51.664143,-116.43844,1960.7
51.664138,-116.438445,1960.7
51.66415,-116.438443,1960.8
51.664151,-116.438387,1960.9
51.664143,-116.438327,1961.1
51.664135,-116.438268,1961.3
51.664128,-116.438208,1961.6
51.664157,-116.438194,1961.7
51.664163,-116.438188,1961.8
51.664169,-116.438182,1961.8
51.664156,-116.43815,1962.0
51.664161,-116.438135,1962.0
51.664166,-116.43812,1962.1
51.664171,-116.438106,1962.2
51.664176,-116.438091,1962.2
51.66418,-116.438077,1962.3
51.664182,-116.438065,1962.4
51.664185,-116.438054,1962.4
51.664188,-116.438043,1962.5
51.664191,-116.438033,1962.5
51.664194,-116.438022,1962.6
51.664197,-116.438011,1962.6
51.664188,-116.438014,1962.7
51.664186,-116.438008,1962.7
51.664188,-116.437985,1962.8
51.664191,-116.437987,1962.9
51.664196,-116.437975,1962.9
51.664196,-116.437976,1962.9
51.664207,-116.43796,1963.0
51.66419,-116.437966,1963.2
51.664182,-116.43794,1963.3
51.664185,-116.437943,1963.3
51.664182,-116.437933,1963.4
51.664179,-116.437958,1963.5
51.664194,-116.437952,1963.6
51.66421,-116.437932,1963.8
51.664219,-116.4379,1964.0
51.664225,-116.437891,1964.1
51.664218,-116.43785,1964.3
51.66422,-116.437837,1964.3
51.664223,-116.437824,1964.4
51.664201,-116.437789,1964.7
51.664174,-116.437763,1964.9
51.664161,-116.437742,1965.1
51.664176,-116.437714,1965.2
51.664199,-116.437722,1965.4
51.664208,-116.437733,1965.5
51.664206,-116.437732,1965.5
51.664207,-116.437729,1965.6
51.664214,-116.437718,1965.6
51.664218,-116.437705,1965.7
51.664233,-116.437708,1965.8
51.664244,-116.437708,1965.9
51.664243,-116.437689,1966.0
51.664254,-116.437688,1966.1
51.664242,-116.437687,1966.2
51.664234,-116.437663,1966.3
51.664217,-116.437634,1966.6
51.664204,-116.437615,1966.7
51.664192,-116.437595,1966.8
51.664179,-116.437576,1967.0
51.664203,-116.437605,1967.2
51.664217,-116.437606,1967.4
51.664243,-116.437593,1967.6
51.664257,-116.437589,1967.7
51.664253,-116.437564,1967.9
51.66425,-116.437553,1967.9
51.664247,-116.437542,1968.0
51.664245,-116.437531,1968.1
51.664234,-116.437491,1968.3
51.664214,-116.437449,1968.6
51.664202,-116.437428,1968.8
51.664202,-116.437422,1968.8
51.664202,-116.437408,1968.9
51.664211,-116.437402,1969.0
51.664225,-116.437392,1969.2
51.664232,-116.437392,1969.2
51.664226,-116.437392,1969.3
51.664232,-116.437405,1969.4
51.664252,-116.437403,1969.6
51.664229,-116.437386,1969.9
51.664219,-116.437369,1970.0
51.664234,-116.437368,1970.2
51.664243,-116.437357,1970.3
51.664252,-116.437347,1970.4
51.664267,-116.43734,1970.6
51.664251,-116.4373,1970.9
51.664263,-116.437292,1971.0
51.664284,-116.437291,1971.2
51.664282,-116.437308,1971.3
51.66427,-116.437295,1971.5
51.66427,-116.437264,1971.7
51.664273,-116.43726,1971.7
51.66428,-116.437261,1971.8
51.664298,-116.437252,1972.0
51.664308,-116.437242,1972.1
51.664329,-116.437259,1972.4
51.664324,-116.437248,1972.4
51.664317,-116.437248,1972.5
51.66432,-116.437234,1972.6
51.664328,-116.437214,1972.8
51.664336,-116.437211,1972.8
51.664337,-116.437218,1972.9
51.664355,-116.437232,1973.1
51.664388,-116.43725,1973.5
51.664378,-116.437213,1973.7
51.664365,-116.437198,1973.9
51.664376,-116.437179,1974.0
51.664383,-116.437178,1974.1
51.66439,-116.437177,1974.2
51.664397,-116.437176,1974.2
51.664404,-116.437174,1974.3
51.664388,-116.437154,1974.5
51.664375,-116.437136,1974.7
51.664376,-116.437139,1974.7
51.664392,-116.437112,1974.9
51.664399,-116.437114,1975.0
51.664391,-116.437095,1975.1
51.664378,-116.437079,1975.2
51.664365,-116.437062,1975.4
51.664384,-116.437055,1975.6
51.664379,-116.437028,1975.7
51.66438,-116.437019,1975.8
51.664375,-116.437025,1975.8
51.664371,-116.437017,1975.9
51.664376,-116.436972,1976.2
51.664378,-116.436946,1976.3
51.664375,-116.436927,1976.4
51.664371,-116.436909,1976.5
51.664367,-116.43689,1976.6
51.664357,-116.436862,1976.8
51.664366,-116.436865,1976.9
51.664374,-116.436868,1976.9
51.664383,-116.436871,1977.0
51.664391,-116.436874,1977.1
51.6644,-116.436877,1977.1
51.664409,-116.43688,1977.2
51.664403,-116.436829,1977.5
51.664405,-116.436817,1977.5
51.66441,-116.436854,1977.7
51.664414,-116.436861,1977.8
51.664416,-116.436868,1977.8
51.664408,-116.436847,1977.9
51.664416,-116.436819,1978.1
51.66442,-116.436824,1978.1
51.664423,-116.436816,1978.1
51.664424,-116.436806,1978.2
51.664416,-116.436767,1978.4
51.664425,-116.436763,1978.4
51.664429,-116.436775,1978.5
51.664434,-116.436753,1978.6
51.664431,-116.436765,1978.6
51.664437,-116.436758,1978.7
51.664425,-116.436715,1978.9
51.664392,-116.436704,1979.1
51.664386,-116.436688,1979.2
51.664413,-116.436673,1979.3
51.664425,-116.43665,1979.4
51.664432,-116.436641,1979.5
51.664438,-116.436632,1979.5
51.664431,-116.436605,1979.6
51.66443,-116.436594,1979.7
51.664429,-116.436584,1979.7
51.664429,-116.436574,1979.7
51.664428,-116.436563,1979.8
51.664428,-116.436553,1979.8
51.664427,-116.436542,1979.8
51.664427,-116.436532,1979.9
51.664426,-116.436521,1979.9
51.664426,-116.436511,1979.9
51.664425,-116.436501,1980.0
51.664425,-116.43649,1980.0
51.664424,-116.43648,1980.0
51.664424,-116.436469,1980.1
51.664423,-116.436459,1980.1
51.664422,-116.436448,1980.1
51.664422,-116.436438,1980.2
51.664421,-116.436428,1980.2
51.664421,-116.436417,1980.2
51.66442,-116.436407,1980.2
51.664413,-116.436351,1980.4
51.664414,-116.436365,1980.5
51.664417,-116.436349,1980.5
51.664414,-116.436356,1980.5
51.664402,-116.436351,1980.6
51.664402,-116.436342,1980.6
51.664404,-116.436322,1980.7
51.664413,-116.436299,1980.7
51.664411,-116.436297,1980.7
51.664421,-116.436306,1980.8
51.664425,-116.436269,1980.9
51.664413,-116.436247,1981.0
51.664421,-116.436235,1981.0
51.664422,-116.436214,1981.0
51.664427,-116.436209,1981.1
51.664421,-116.436206,1981.1
51.664421,-116.436217,1981.1
51.664421,-116.436227,1981.1
51.664421,-116.436237,1981.2
51.664421,-116.436247,1981.2
51.664421,-116.436258,1981.2
51.664422,-116.436268,1981.2
51.664422,-116.436278,1981.3
51.664422,-116.436288,1981.3
51.664422,-116.436298,1981.3
51.664422,-116.436309,1981.3
51.664422,-116.436319,1981.4
51.664422,-116.436329,1981.4
51.66442,-116.436338,1981.4
51.664419,-116.43634,1981.4
