latitude,longitude,elevation
51.416188,-116.2131,1757.7
51.416194,-116.213112,1757.7
51.416201,-116.213121,1757.7
51.416209,-116.213128,1757.7
51.416218,-116.213136,1757.8
51.416225,-116.213143,1757.8
51.416228,-116.213155,1757.8
51.416236,-116.213164,1757.8
51.416242,-116.213176,1757.8
51.416248,-116.213187,1757.8
51.416253,-116.213197,1757.9
51.416264,-116.213214,1757.9
51.41627,-116.213224,1757.9
51.416275,-116.213235,1757.9
51.41628,-116.213245,1757.9
51.416287,-116.21326,1757.9
51.416292,-116.213273,1758.0
51.416295,-116.213284,1758.0
51.4163,-116.213298,1758.0
51.416308,-116.213315,1758.0
51.416315,-116.213332,1758.0
51.41632,-116.213346,1758.1
51.416324,-116.213357,1758.1
51.41633,-116.213372,1758.1
51.41634,-116.213408,1758.1
51.416344,-116.213429,1758.2
51.416348,-116.213449,1758.2
51.416345,-116.213426,1758.2
51.416363,-116.213466,1758.3
51.416353,-116.213464,1758.4
51.416361,-116.213478,1758.4
51.416355,-116.213499,1758.4
51.416368,-116.213525,1758.5
51.416364,-116.213523,1758.5
51.416375,-116.213538,1758.5
51.416405,-116.213572,1758.6
51.416415,-116.213581,1758.6
51.416422,-116.213592,1758.7
51.416417,-116.213601,1758.7
51.416411,-116.213627,1758.7
51.416414,-116.213649,1758.8
51.416426,-116.213665,1758.8
51.41645,-116.213697,1758.9
51.416443,-116.213715,1758.9
51.416446,-116.213725,1758.9
51.416448,-116.213736,1759.0
51.41645,-116.213747,1759.0
51.416452,-116.213757,1759.0
51.416453,-116.213774,1759.0
51.416456,-116.213787,1759.0
51.416452,-116.213798,1759.1
51.416456,-116.21381,1759.1
51.416462,-116.213823,1759.1
51.416468,-116.213835,1759.1
51.416462,-116.213855,1759.2
51.41648,-116.213892,1759.2
51.41649,-116.213895,1759.3
51.416479,-116.213928,1759.3
51.416477,-116.213944,1759.3
51.416475,-116.213959,1759.4
51.416492,-116.213983,1759.4
51.416499,-116.213997,1759.4
51.416506,-116.214011,1759.5
51.416511,-116.214034,1759.5
51.416507,-116.214047,1759.5
51.416509,-116.214061,1759.5
51.416515,-116.214079,1759.5
51.416527,-116.214093,1759.6
51.416517,-116.214116,1759.6
51.416523,-116.214138,1759.6
51.416529,-116.21416,1759.6
51.416536,-116.214144,1759.6
51.416536,-116.21417,1759.7
51.416536,-116.214184,1759.7
51.416544,-116.214188,1759.7
51.416556,-116.214186,1759.7
51.41658,-116.214227,1759.8
51.416569,-116.214242,1759.8
51.41657,-116.214269,1759.8
51.416578,-116.214295,1759.8
51.416571,-116.214324,1759.9
51.416553,-116.214318,1759.9
51.416553,-116.214372,1759.9
51.416548,-116.214373,1760.0
51.416543,-116.21438,1760.0
51.41655,-116.21439,1760.0
51.416553,-116.214417,1760.0
51.416563,-116.214435,1760.0
51.416566,-116.214454,1760.1
51.416568,-116.214466,1760.1
51.416571,-116.214472,1760.1
51.416577,-116.214481,1760.1
51.416582,-116.214492,1760.1
51.416588,-116.214507,1760.1
51.41659,-116.214523,1760.2
51.416589,-116.214534,1760.2
51.416592,-116.214542,1760.2
51.416602,-116.214557,1760.2
51.4166,-116.21457,1760.2
51.416594,-116.214578,1760.3
51.416588,-116.214585,1760.3
51.416582,-116.214593,1760.3
51.416576,-116.214601,1760.3
51.416571,-116.214622,1760.3
51.416568,-116.214623,1760.3
51.416561,-116.214642,1760.4
51.416566,-116.214658,1760.4
51.41657,-116.21467,1760.4
51.416573,-116.214682,1760.4
51.416576,-116.214693,1760.4
51.416579,-116.214705,1760.5
51.416582,-116.214717,1760.5
51.416585,-116.214732,1760.5
51.416603,-116.214758,1760.6
51.416624,-116.214798,1760.7
51.416625,-116.214815,1760.7
51.416646,-116.214857,1760.8
51.416658,-116.214873,1760.8
51.416645,-116.21491,1760.9
51.416629,-116.214911,1761.0
51.416663,-116.215033,1761.3
51.416643,-116.215068,1761.4
51.416675,-116.215106,1761.5
51.416684,-116.215128,1761.6
51.416684,-116.215146,1761.6
51.416685,-116.215152,1761.6
51.416686,-116.215158,1761.6
51.416687,-116.215165,1761.6
51.416688,-116.215171,1761.7
51.416689,-116.215177,1761.7
51.41669,-116.215183,1761.7
51.416691,-116.215189,1761.7
51.416692,-116.215196,1761.7
51.416722,-116.215248,1761.8
51.416712,-116.215213,1761.9
51.416698,-116.215279,1762.1
51.416681,-116.215323,1762.1
51.416642,-116.215328,1762.2
51.416635,-116.215331,1762.3
51.41662,-116.215331,1762.3
51.416606,-116.215331,1762.3
51.416595,-116.215291,1762.4
51.416628,-116.215302,1762.5
51.41663,-116.21532,1762.5
51.416632,-116.215339,1762.5
51.416634,-116.215357,1762.6
51.416635,-116.215375,1762.6
51.416671,-116.215352,1762.7
51.416648,-116.215429,1762.8
51.416627,-116.215462,1762.8
51.41663,-116.215437,1762.8
51.416644,-116.215455,1762.8
51.416648,-116.215459,1762.9
51.416653,-116.215494,1762.9
51.416662,-116.215497,1762.9
51.416663,-116.215541,1762.9
51.416668,-116.215566,1763.0
51.41666,-116.215575,1763.0
51.416653,-116.215584,1763.0
51.416646,-116.215593,1763.0
51.416638,-116.215601,1763.0
51.416653,-116.215617,1763.0
51.416663,-116.215627,1763.0
51.416649,-116.215639,1763.0
51.416636,-116.215653,1763.0
51.416664,-116.215735,1763.0
51.416631,-116.215748,1763.0
51.416615,-116.215741,1763.0
51.416598,-116.215733,1763.0
51.416606,-116.21577,1763.0
51.416589,-116.215769,1762.9
51.416581,-116.215754,1762.9
51.416567,-116.215751,1762.9
51.416549,-116.21577,1762.9
51.416539,-116.215793,1762.8
51.416537,-116.215794,1762.8
51.416526,-116.215805,1762.8
51.416516,-116.215815,1762.8
51.416505,-116.215826,1762.8
51.416495,-116.215837,1762.7
51.416517,-116.215849,1762.7
51.416524,-116.215846,1762.7
51.416531,-116.215843,1762.7
51.416534,-116.215853,1762.6
51.416532,-116.215896,1762.5
51.416526,-116.215924,1762.5
51.416525,-116.215933,1762.5
51.416524,-116.215941,1762.5
51.416523,-116.21595,1762.5
51.416523,-116.215959,1762.5
51.416573,-116.216009,1762.5
51.416611,-116.216025,1762.5
51.416605,-116.215982,1762.5
51.416603,-116.21596,1762.5
51.416601,-116.216012,1762.5
51.416596,-116.216027,1762.5
