latitude,longitude,elevation
51.0542,-114.106206,1055.3
51.054218,-114.106196,1055.3
51.054231,-114.106195,1055.3
51.05426,-114.106186,1055.3
51.054267,-114.106181,1055.3
51.05429,-114.106158,1055.3
51.054295,-114.106151,1055.3
51.054299,-114.106144,1055.4
51.054304,-114.106136,1055.4
51.054309,-114.106129,1055.4
51.054314,-114.106122,1055.4
51.054319,-114.106114,1055.4
51.054323,-114.106107,1055.4
51.054328,-114.1061,1055.4
51.054333,-114.106092,1055.4
51.054338,-114.106085,1055.4
51.054343,-114.106078,1055.4
51.054348,-114.106071,1055.4
51.054352,-114.106063,1055.4
51.054357,-114.106056,1055.4
51.054362,-114.106049,1055.4
51.054367,-114.106041,1055.4
51.054372,-114.106034,1055.4
51.054376,-114.106027,1055.4
51.054381,-114.106019,1055.4
51.054386,-114.106012,1055.4
51.054391,-114.106005,1055.4
51.054396,-114.105998,1055.4
51.054401,-114.10599,1055.5
51.054405,-114.105983,1055.5
51.05441,-114.105976,1055.5
51.054415,-114.105968,1055.5
51.05442,-114.105961,1055.5
51.054425,-114.105954,1055.5
51.054429,-114.105946,1055.5
51.054434,-114.105939,1055.5
51.054445,-114.105928,1055.5
51.054444,-114.105919,1055.5
51.054444,-114.105909,1055.5
51.054443,-114.1059,1055.5
51.054443,-114.105891,1055.5
51.054443,-114.105881,1055.5
51.054442,-114.105872,1055.5
51.054442,-114.105863,1055.6
51.054433,-114.10581,1055.6
51.054432,-114.105777,1055.6
51.054431,-114.105745,1055.6
51.054429,-114.105712,1055.7
51.054428,-114.105679,1055.7
51.054427,-114.105646,1055.7
51.054419,-114.105563,1055.7
51.054443,-114.105514,1055.7
51.054458,-114.105511,1055.7
51.054474,-114.105508,1055.7
51.054498,-114.105496,1055.7
51.054509,-114.105492,1055.7
51.054541,-114.105543,1055.8
51.054562,-114.105588,1055.8
51.054562,-114.105594,1055.8
51.054564,-114.105607,1055.8
51.054566,-114.105621,1055.8
51.054568,-114.105634,1055.8
51.05457,-114.105648,1055.8
51.054572,-114.105661,1055.8
51.054574,-114.105674,1055.8
51.054576,-114.105688,1055.8
51.054597,-114.105707,1055.8
51.05461,-114.105695,1055.8
