latitude,longitude,elevation
51.071016,-115.786585,2352.2
51.071017,-115.786592,2352.2
51.071024,-115.7866,2352.2
51.071022,-115.786592,2352.2
51.071022,-115.786592,2352.2
51.071021,-115.786602,2352.2
51.071018,-115.786618,2352.3
51.071009,-115.786627,2352.3
51.071003,-115.786643,2352.3
51.070988,-115.786645,2352.4
51.070978,-115.786661,2352.4
51.070974,-115.786666,2352.4
51.070969,-115.786672,2352.5
51.070965,-115.786677,2352.5
51.07096,-115.786682,2352.5
51.070956,-115.786692,2352.5
51.070944,-115.786697,2352.6
51.070932,-115.786679,2352.7
51.070932,-115.786669,2352.7
51.070926,-115.786663,2352.7
51.070909,-115.786665,2352.8
51.070908,-115.786679,2352.9
51.070899,-115.786671,2352.9
51.0709,-115.786688,2353.0
51.070891,-115.786691,2353.0
51.070893,-115.78669,2353.0
51.070893,-115.78669,2353.0
51.070893,-115.78669,2353.0
51.070925,-115.786684,2353.2
51.070922,-115.786676,2353.3
51.070922,-115.786676,2353.3
51.070931,-115.786665,2353.3
51.070931,-115.786665,2353.3
51.070931,-115.786665,2353.3
51.070931,-115.786665,2353.3
51.070929,-115.786635,2353.4
51.070929,-115.786634,2353.4
51.070928,-115.786628,2353.4
51.070928,-115.786639,2353.5
51.070926,-115.786637,2353.5
51.07094,-115.786617,2353.6
51.070938,-115.786618,2353.6
51.070935,-115.786619,2353.6
51.070933,-115.786621,2353.6
51.07093,-115.786622,2353.7
51.070928,-115.786623,2353.7
51.070925,-115.786625,2353.7
51.070923,-115.786626,2353.7
51.07092,-115.786627,2353.7
51.070918,-115.786629,2353.7
51.070915,-115.78663,2353.7
51.070913,-115.786631,2353.8
51.07091,-115.786633,2353.8
51.070908,-115.786634,2353.8
51.070905,-115.786635,2353.8
51.070903,-115.786636,2353.8
51.0709,-115.786638,2353.8
51.070898,-115.786639,2353.8
51.070895,-115.78664,2353.8
51.070892,-115.786642,2353.8
51.07089,-115.786643,2353.9
51.070887,-115.786644,2353.9
51.070885,-115.786646,2353.9
51.070882,-115.786647,2353.9
51.070886,-115.786634,2353.9
51.070888,-115.786632,2353.9
51.070891,-115.78663,2354.0
51.070894,-115.786629,2354.0
51.070896,-115.786627,2354.0
51.070899,-115.786625,2354.0
51.070901,-115.786624,2354.0
51.070904,-115.786622,2354.0
51.070907,-115.78662,2354.0
51.070909,-115.786619,2354.0
51.070912,-115.786617,2354.0
51.070915,-115.786615,2354.1
51.070917,-115.786614,2354.1
51.07092,-115.786612,2354.1
51.07091,-115.78661,2354.1
51.070892,-115.786615,2354.2
51.070892,-115.786615,2354.2
51.070915,-115.786622,2354.2
51.070913,-115.786611,2354.3
51.070911,-115.786637,2354.3
51.070917,-115.786648,2354.3
51.07092,-115.786658,2354.4
51.070922,-115.786656,2354.4
51.070924,-115.786655,2354.4
51.070926,-115.786653,2354.4
51.070927,-115.786652,2354.4
51.070929,-115.78665,2354.4
51.070931,-115.786649,2354.4
51.070933,-115.786647,2354.4
51.070935,-115.786646,2354.4
51.070937,-115.786645,2354.4
51.070939,-115.786643,2354.4
51.070941,-115.786642,2354.4
51.070943,-115.78664,2354.4
51.070944,-115.786639,2354.4
51.070946,-115.786637,2354.4
51.070948,-115.786636,2354.4
51.07095,-115.786634,2354.5
51.070952,-115.786633,2354.5
51.070979,-115.786625,2354.5
51.070991,-115.786622,2354.6
51.070992,-115.786627,2354.6
51.070997,-115.786647,2354.6
51.070995,-115.786678,2354.7
51.071022,-115.786707,2354.8
51.071017,-115.78672,2354.8
51.071004,-115.78673,2354.8
51.071005,-115.78673,2354.8
51.07101,-115.786746,2354.9
51.070993,-115.786747,2354.9
51.070986,-115.786771,2355.0
51.070975,-115.786787,2355.0
51.070973,-115.786796,2355.1
51.070971,-115.786804,2355.1
51.070969,-115.786813,2355.1
51.070966,-115.786822,2355.1
51.070964,-115.786831,2355.2
51.070965,-115.786828,2355.2
51.07095,-115.786882,2355.4
