latitude,longitude,elevation
51.94127,-116.717438,1522.7
51.941271,-116.71746,1522.7
51.941276,-116.71748,1522.7
51.941288,-116.717478,1522.7
51.941297,-116.717477,1522.6
51.941313,-116.717481,1522.6
51.941322,-116.717478,1522.6
51.94134,-116.717491,1522.6
51.941348,-116.717496,1522.6
51.941357,-116.717501,1522.6
51.941357,-116.717501,1522.6
51.941375,-116.717514,1522.5
51.941384,-116.717512,1522.5
51.941409,-116.717482,1522.5
51.941414,-116.717476,1522.5
51.941431,-116.717465,1522.5
51.941439,-116.717447,1522.5
51.941447,-116.717429,1522.5
51.941461,-116.71741,1522.5
51.941475,-116.717391,1522.5
51.941489,-116.717372,1522.5
51.941503,-116.717353,1522.6
51.941517,-116.717334,1522.6
51.941514,-116.71733,1522.6
51.941525,-116.717324,1522.6
51.941539,-116.717314,1522.6
51.941548,-116.717313,1522.6
51.941536,-116.717313,1522.6
51.941516,-116.717308,1522.6
51.941496,-116.717304,1522.6
51.941475,-116.717299,1522.6
51.941455,-116.717294,1522.7
51.941481,-116.717299,1522.7
51.941498,-116.717304,1522.6
51.941518,-116.717282,1522.6
51.941519,-116.717278,1522.6
51.941521,-116.717274,1522.6
51.941523,-116.717269,1522.6
51.941524,-116.717265,1522.6
51.941526,-116.71726,1522.6
51.941528,-116.717256,1522.6
51.941548,-116.71726,1522.6
51.941556,-116.717268,1522.6
51.941564,-116.717275,1522.6
51.941588,-116.717252,1522.5
51.941593,-116.717246,1522.5
51.941606,-116.717243,1522.5
51.941616,-116.71723,1522.5
51.941632,-116.717214,1522.4
51.941632,-116.717205,1522.4
51.941638,-116.717192,1522.4
51.941647,-116.717184,1522.4
51.94166,-116.717174,1522.4
51.941663,-116.717166,1522.4
51.941676,-116.717171,1522.3
51.941691,-116.717133,1522.3
51.941712,-116.717122,1522.2
51.941709,-116.717129,1522.2
51.94172,-116.717133,1522.2
51.94174,-116.717128,1522.1
51.941749,-116.717125,1522.1
51.941759,-116.717122,1522.1
51.941774,-116.717122,1522.0
51.94179,-116.717137,1522.0
51.941803,-116.717126,1522.0
51.941809,-116.717124,1521.9
51.941816,-116.717123,1521.9
51.941823,-116.717121,1521.9
51.94183,-116.717119,1521.9
51.941838,-116.717107,1521.8
51.941863,-116.717103,1521.7
51.941871,-116.71709,1521.7
51.941889,-116.717094,1521.6
51.941893,-116.717097,1521.6
51.941903,-116.717109,1521.5
51.941904,-116.717108,1521.5
51.94192,-116.71711,1521.4
51.941937,-116.717123,1521.3
51.941947,-116.717128,1521.2
51.941958,-116.717134,1521.1
51.941969,-116.717143,1521.0
51.941976,-116.717139,1521.0
51.941988,-116.717147,1520.9
51.942003,-116.717152,1520.8
51.942015,-116.717144,1520.6
51.942029,-116.717146,1520.5
51.942034,-116.717169,1520.4
51.942042,-116.717159,1520.3
51.942043,-116.717157,1520.2
51.942066,-116.717162,1520.0
51.942073,-116.717157,1519.9
51.942069,-116.717154,1519.9
51.942073,-116.717155,1519.8
51.942075,-116.717175,1519.7
51.942093,-116.717166,1519.5
51.942102,-116.717163,1519.4
51.942116,-116.717149,1519.2
51.942124,-116.717144,1519.1
51.942132,-116.717139,1519.0
51.94214,-116.717135,1518.9
51.942148,-116.71713,1518.9
51.942149,-116.717107,1518.7
51.942154,-116.717094,1518.6
51.94216,-116.717082,1518.5
51.942166,-116.717069,1518.4
51.942174,-116.717069,1518.4
51.942184,-116.717063,1518.3
51.942195,-116.717058,1518.1
51.94221,-116.717072,1518.0
51.94221,-116.717074,1518.0
51.942222,-116.717076,1517.9
51.94223,-116.717074,1517.8
51.942248,-116.71706,1517.7
51.942256,-116.717049,1517.6
51.942259,-116.717065,1517.5
51.942251,-116.717057,1517.4
51.942275,-116.717057,1517.2
51.94228,-116.717064,1517.2
51.942299,-116.717066,1517.1
51.94231,-116.71708,1517.0
51.942312,-116.717097,1516.9
51.942332,-116.717113,1516.8
51.942334,-116.717133,1516.7
51.942342,-116.717142,1516.6
51.942345,-116.717166,1516.5
51.942342,-116.717199,1516.4
51.942346,-116.717213,1516.3
51.94235,-116.717227,1516.3
51.942348,-116.717263,1516.2
51.94235,-116.717278,1516.1
51.942352,-116.717294,1516.1
51.942359,-116.717314,1516.0
51.94237,-116.717327,1515.9
51.942374,-116.717349,1515.8
51.942381,-116.71733,1515.8
51.942379,-116.717341,1515.7
51.942386,-116.717364,1515.7
51.942389,-116.717398,1515.5
51.942394,-116.71741,1515.5
51.942399,-116.717423,1515.4
51.942399,-116.717436,1515.4
51.942407,-116.717501,1515.1
51.942404,-116.717486,1515.0
51.942398,-116.717516,1514.9
51.942397,-116.7175,1514.8
51.942396,-116.717507,1514.8
51.942401,-116.717519,1514.7
51.942413,-116.717552,1514.5
51.942415,-116.717576,1514.4
51.942414,-116.717585,1514.4
51.942414,-116.717595,1514.3
51.942413,-116.717605,1514.3
51.942413,-116.717615,1514.2
51.942401,-116.717665,1513.9
51.942412,-116.717692,1513.7
51.942416,-116.717706,1513.7
51.94242,-116.71772,1513.6
51.942415,-116.717721,1513.5
51.942416,-116.717728,1513.5
51.942419,-116.717731,1513.5
51.942422,-116.717727,1513.4
51.942429,-116.717733,1513.4
51.942433,-116.717759,1513.2
51.942441,-116.717764,1513.2
51.942445,-116.717775,1513.1
51.942449,-116.717785,1513.0
51.942454,-116.717796,1513.0
51.942458,-116.717807,1512.9
51.942465,-116.717843,1512.7
51.94247,-116.717843,1512.7
51.942477,-116.717852,1512.6
51.942484,-116.71788,1512.4
51.942488,-116.717894,1512.3
51.942492,-116.717908,1512.3
51.942501,-116.717919,1512.2
51.942508,-116.71793,1512.1
51.942514,-116.717942,1512.0
51.942521,-116.717953,1511.9
51.942531,-116.717978,1511.8
51.942529,-116.717991,1511.7
51.942527,-116.718004,1511.7
51.942526,-116.718018,1511.6
51.94253,-116.718021,1511.5
51.942541,-116.718015,1511.4
51.942551,-116.718031,1511.3
51.94255,-116.718058,1511.2
51.942574,-116.718091,1510.9
51.942582,-116.718091,1510.9
51.942582,-116.718118,1510.7
51.94258,-116.718134,1510.7
51.942578,-116.71815,1510.6
51.942576,-116.718166,1510.5
51.942585,-116.71818,1510.4
51.942592,-116.718194,1510.3
51.942597,-116.718197,1510.3
51.942607,-116.718215,1510.1
51.942613,-116.718232,1510.0
51.942618,-116.718249,1509.9
51.942629,-116.718252,1509.8
51.942635,-116.71826,1509.8
51.942637,-116.71827,1509.7
51.942627,-116.718289,1509.6
51.94263,-116.718296,1509.5
51.942634,-116.718298,1509.5
51.942634,-116.718318,1509.4
51.942638,-116.718329,1509.3
51.942642,-116.718342,1509.3
51.942638,-116.718365,1509.1
51.942651,-116.718385,1509.0
51.94265,-116.718402,1508.9
51.94265,-116.718409,1508.9
51.94266,-116.71841,1508.8
51.942669,-116.718423,1508.6
51.94267,-116.718439,1508.6
51.942675,-116.718449,1508.5
51.942681,-116.718459,1508.4
51.942686,-116.718469,1508.3
51.942692,-116.718479,1508.3
51.942697,-116.718488,1508.2
51.94271,-116.718495,1508.1
51.942705,-116.718494,1508.0
51.942709,-116.718502,1508.0
51.942713,-116.718518,1507.9
51.942723,-116.718523,1507.8
51.942737,-116.718533,1507.6
51.942743,-116.718544,1507.5
51.94275,-116.718555,1507.4
51.942756,-116.718566,1507.3
51.942767,-116.718567,1507.2
51.942764,-116.718582,1507.1
51.942774,-116.718598,1507.0
51.942771,-116.718604,1506.9
51.942777,-116.718609,1506.9
51.942784,-116.71865,1506.6
51.942786,-116.718653,1506.6
51.942787,-116.718663,1506.5
51.942785,-116.718673,1506.4
51.94278,-116.71868,1506.4
51.94278,-116.718708,1506.2
51.942782,-116.718722,1506.1
51.942786,-116.71873,1506.1
51.942791,-116.718756,1505.9
51.942793,-116.71877,1505.8
51.9428,-116.718796,1505.6
51.942805,-116.718808,1505.5
51.942803,-116.718817,1505.5
51.942812,-116.718819,1505.4
51.942808,-116.718845,1505.2
51.942811,-116.718839,1505.2
51.94282,-116.718833,1505.1
51.942829,-116.71884,1505.0
51.94284,-116.718841,1504.9
51.942845,-116.718863,1504.7
51.942866,-116.718869,1504.5
51.942864,-116.718878,1504.5
51.942878,-116.7189,1504.3
51.94287,-116.718918,1504.2
51.942871,-116.718951,1504.0
51.942872,-116.718963,1503.9
51.942873,-116.718976,1503.9
51.942875,-116.718993,1503.8
51.942873,-116.718998,1503.7
51.942875,-116.719015,1503.6
51.942869,-116.71902,1503.6
51.942873,-116.71906,1503.4
51.942875,-116.719055,1503.4
51.942885,-116.71906,1503.3
51.942886,-116.719073,1503.2
51.942891,-116.719082,1503.2
51.942899,-116.719101,1503.1
